date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:11:32	1759/1759	---M--	200	added ('OK')	image/png	etag:%2258521a75-6df%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/menu-hover-bg.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/menu-hover-bg.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:32	1770/1770	---M--	200	added ('OK')	image/png	etag:%2258521a75-6ea%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/submenu-hover-bg.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/submenu-hover-bg.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:33	244/244	---M--	200	added ('OK')	image/png	etag:%2258521a75-f4%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/arrows-ffffff.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/arrows-ffffff.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:33	1698/1698	---M--	200	added ('OK')	image/png	etag:%2258521a75-6a2%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/shadow.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/shadow.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:34	4162/4162	---M--	200	added ('OK')	image/png	etag:%2258521a75-1042%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/page-inner-bg-bottom.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/page-inner-bg-bottom.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:34	3506/3506	---M--	200	added ('OK')	image/png	etag:%2258521a75-db2%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/post-inner-bg-bottom.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/post-inner-bg-bottom.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:34	388591/388591	---M--	200	added ('OK')	image/png	etag:%2258521a76-5edef%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/page-inner-bg.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/page-inner-bg.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:35	1745/1745	---M--	200	added ('OK')	image/png	etag:%2258521a76-6d1%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/step1.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/step1.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:35	327030/327030	---M--	200	added ('OK')	image/png	etag:%2258521a76-4fd76%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/post-inner-bg.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/post-inner-bg.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
23:11:35	3354/3354	---M--	200	added ('OK')	image/png	etag:%2258521a75-d1a%22	https://www.gottwalsbooks.com/wp-content/themes/theme1555/images/step2.png	C:/My%20Web%20Sites/Gotwalls%20Redesign/www.gottwalsbooks.com/wp-content/themes/theme1555/images/step2.png	(from https://www.gottwalsbooks.com/wp-content/themes/theme1555/style.css?ver=1.0.0)
